ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran,Kategori_Encoded,Metode_Pembayaran_Encoded,Bulan Transaksi,Tahun Transaksi
TX-20240923-004,2024-09-23,Life Cat Pouch - Kitten Salmon,Makanan,16,130000,2080000,Tunai,2,2,9,2024
TX-20240308-004,2024-03-08,Trixie Cat Scratching Post,Mainan,4,250000,1000000,Tunai,1,2,3,2024
TX-20240601-007,2024-06-01,Life Cat Tofu - Macha,Makanan,4,130000,520000,QRIS,2,0,6,2024
TX-20240811-005,2024-08-11,Life Cat Can - Kitten Tuna,Makanan,11,55833,614163,Transfer,2,1,8,2024
TX-20241128-002,2024-11-28,Life Cat Tofu - Mango,Makanan,6,130000,780000,QRIS,2,0,11,2024
TX-20240420-006,2024-04-20,Life Cat Pouch - Chicken Adult,Makanan,8,12024,96192,Transfer,2,1,4,2024
TX-20240202-003,2024-02-02,Life Cat Tofu - Mango,Makanan,4,250000,1000000,Tunai,2,2,2,2024
TX-20241026-002,2024-10-26,Life Cat Can - Kitten Tuna,Makanan,2,4435,8870,Tunai,2,2,10,2024
TX-20240920-006,2024-09-20,Life Cat Pouch - Kitten Salmon,Makanan,4,250000,1000000,Transfer,2,1,9,2024
TX-20240101-007,2024-01-01,Trixie Cat Scratching Post,Mainan,19,4435,84265,Tunai,1,2,1,2024
TX-20240520-006,2024-05-20,Life Cat Pouch - Salmon Adult,Makanan,11,50000,550000,QRIS,2,0,5,2024
TX-20240118-008,2024-01-18,Frontline Plus Flea & Tick Treatment,Obat Hewan,4,250000,1000000,Tunai,3,2,1,2024
TX-20240416-008,2024-04-16,Drontal Cat Dewormer,Obat Hewan,4,4435,17740,QRIS,3,0,4,2024
TX-20240419-002,2024-04-19,Seresto Flea and Tick Collar for Dogs,Obat Hewan,7,50000,350000,QRIS,3,0,4,2024
TX-20240528-005,2024-05-28,Life Cat Can - Kitten Salmon,Makanan,2,4435,8870,Transfer,2,1,5,2024
TX-20240302-003,2024-03-02,Life Cat Tofu - Mango,Makanan,1,250000,250000,Transfer,2,1,3,2024
TX-20241121-006,2024-11-21,Frontline Plus Flea & Tick Treatment,Obat Hewan,1,4435,4435,Tunai,3,2,11,2024
TX-20240407-004,2024-04-07,Life Cat Pouch - Kitten Tuna,Makanan,14,4435,62090,Tunai,2,2,4,2024
TX-20240616-004,2024-06-16,Trixie Cat Tunnel,Mainan,2,12024,24048,Tunai,1,2,6,2024
TX-20240218-003,2024-02-18,Life Cat Pouch Dus,Makanan,1,55833,55833,Transfer,2,1,2,2024
TX-20240513-007,2024-05-13,Trixie Cat Scratching Post,Mainan,8,4435,35480,Tunai,1,2,5,2024
TX-20240915-006,2024-09-15,Life Cat Can - Tuna,Makanan,18,4435,79830,Tunai,2,2,9,2024
TX-20241115-008,2024-11-15,Life Cat Pouch - Kitten Chicken,Makanan,2,250000,500000,QRIS,2,0,11,2024
TX-20240404-002,2024-04-04,Rogz Utility Dog Leash - Medium,Aksesoris,16,4435,70960,Tunai,0,2,4,2024
TX-20240401-009,2024-04-01,Kong Puppy Teething Stick,Mainan,3,50000,150000,Tunai,1,2,4,2024
TX-20240421-007,2024-04-21,Life Cat Pouch - Kitten Tuna,Makanan,4,250000,1000000,Transfer,2,1,4,2024
TX-20240604-004,2024-06-04,Nutri-Vet Multivitamin Chewable,Obat Hewan,5,4435,22175,QRIS,3,0,6,2024
TX-20240328-006,2024-03-28,Kong Classic Dog Chew Toy,Mainan,19,12024,228456,QRIS,1,0,3,2024
TX-20240330-003,2024-03-30,Life Cat Pouch - Kitten Salmon,Makanan,4,250000,1000000,Transfer,2,1,3,2024
TX-20241130-006,2024-11-30,Life Cat Can - Kitten Tuna,Makanan,9,55833,502497,Tunai,2,2,11,2024
TX-20240921-007,2024-09-21,Life Cat Pouch - Kitten Chicken,Makanan,7,55833,390831,Transfer,2,1,9,2024
TX-20240310-002,2024-03-10,Life Cat Tofu - Mango,Makanan,3,4435,13305,QRIS,2,0,3,2024
TX-20240509-005,2024-05-09,Trixie Cat Laser Pointer,Mainan,2,4435,8870,Tunai,1,2,5,2024
TX-20240101-008,2024-01-01,Life Cat Pouch - Kitten Chicken,Makanan,18,12024,216432,QRIS,2,0,1,2024
TX-20240608-004,2024-06-08,Life Cat Can - Tuna,Makanan,3,12024,36072,Tunai,2,2,6,2024
TX-20240716-006,2024-07-16,Rogz Utility Dog Leash - Medium,Aksesoris,9,12024,108216,Transfer,0,1,7,2024
TX-20241112-004,2024-11-12,Rogz Utility Dog Leash - Medium,Aksesoris,13,12024,156312,QRIS,0,0,11,2024
TX-20241031-009,2024-10-31,Trixie Cat Tunnel,Mainan,19,50000,950000,QRIS,1,0,10,2024
TX-20240302-004,2024-03-02,Life Cat Pouch Dus,Makanan,9,50000,450000,Tunai,2,2,3,2024
TX-20240201-005,2024-02-01,Life Cat Pouch - Chicken Adult,Makanan,10,4435,44350,Tunai,2,2,2,2024
TX-20240802-004,2024-08-02,Seresto Flea and Tick Collar for Dogs,Obat Hewan,17,4435,75395,QRIS,3,0,8,2024
TX-20240612-003,2024-06-12,EzyDog Chest Plate Harness for Dogs,Aksesoris,1,4435,4435,Tunai,0,2,6,2024
TX-20240426-008,2024-04-26,Kong Classic Dog Chew Toy,Mainan,11,50000,550000,QRIS,1,0,4,2024
TX-20240313-003,2024-03-13,Life Cat Pouch - Chicken Adult,Makanan,7,130000,910000,QRIS,2,0,3,2024
TX-20240313-004,2024-03-13,Life Cat Can - Tuna,Makanan,8,250000,2000000,QRIS,2,0,3,2024
TX-20241003-007,2024-10-03,Life Cat Pouch - Kitten Salmon,Makanan,7,12024,84168,Transfer,2,1,10,2024
TX-20240322-003,2024-03-22,EzyDog Chest Plate Harness for Dogs,Aksesoris,13,4435,57655,Tunai,0,2,3,2024
TX-20240824-002,2024-08-24,Drontal Cat Dewormer,Obat Hewan,2,50000,100000,Transfer,3,1,8,2024
TX-20240921-008,2024-09-21,Trixie Cat Scratching Post,Mainan,1,130000,130000,QRIS,1,0,9,2024
TX-20240325-005,2024-03-25,Life Cat Pouch Dus,Makanan,3,50000,150000,QRIS,2,0,3,2024
TX-20241114-004,2024-11-14,Rogz Utility Dog Leash - Medium,Aksesoris,19,4435,84265,QRIS,0,0,11,2024
TX-20241024-004,2024-10-24,Rogz Utility Dog Leash - Medium,Aksesoris,5,130000,650000,Transfer,0,1,10,2024
TX-20240828-003,2024-08-28,Trixie Cat Laser Pointer,Mainan,12,4435,53220,QRIS,1,0,8,2024
TX-20240523-006,2024-05-23,Trixie Cat Laser Pointer,Mainan,18,4435,79830,Tunai,1,2,5,2024
TX-20240120-006,2024-01-20,Life Cat Pouch - Chicken Adult,Makanan,19,50000,950000,Transfer,2,1,1,2024
TX-20240128-007,2024-01-28,Kong Puppy Teething Stick,Mainan,10,12024,120240,Tunai,1,2,1,2024
TX-20240104-005,2024-01-04,Life Cat Tofu - Macha,Makanan,3,12024,36072,Tunai,2,2,1,2024
TX-20240714-006,2024-07-14,Seresto Flea and Tick Collar for Dogs,Obat Hewan,4,130000,520000,Transfer,3,1,7,2024
TX-20241025-002,2024-10-25,Frontline Plus Flea & Tick Treatment,Obat Hewan,16,50000,800000,Tunai,3,2,10,2024
TX-20240801-006,2024-08-01,Life Cat Pouch Dus,Makanan,13,4435,57655,Tunai,2,2,8,2024
TX-20240314-004,2024-03-14,EzyDog Chest Plate Harness for Dogs,Aksesoris,16,4435,70960,Tunai,0,2,3,2024
TX-20240724-005,2024-07-24,Life Cat Pouch - Salmon Adult,Makanan,4,50000,200000,Transfer,2,1,7,2024
TX-20240611-002,2024-06-11,Life Cat Pouch - Kitten Tuna,Makanan,9,50000,450000,Tunai,2,2,6,2024
TX-20240505-007,2024-05-05,Life Cat Tofu - Mango,Makanan,8,4435,35480,Tunai,2,2,5,2024
TX-20241113-006,2024-11-13,Kong Classic Dog Chew Toy,Mainan,11,55833,614163,QRIS,1,0,11,2024
TX-20240614-005,2024-06-14,Frontline Plus Flea & Tick Treatment,Obat Hewan,11,12024,132264,Transfer,3,1,6,2024
TX-20240819-004,2024-08-19,Seresto Flea and Tick Collar for Dogs,Obat Hewan,9,4435,39915,QRIS,3,0,8,2024
TX-20240413-003,2024-04-13,Kong Puppy Teething Stick,Mainan,4,130000,520000,QRIS,1,0,4,2024
TX-20240102-007,2024-01-02,Trixie Cat Scratching Post,Mainan,3,12024,36072,Transfer,1,1,1,2024
TX-20240423-004,2024-04-23,Nutri-Vet Multivitamin Chewable,Obat Hewan,3,55833,167499,Tunai,3,2,4,2024
