ID Transaksi,Tanggal Transaksi,Metode Pembayaran,Nama Barang 1,Kategori Barang 1,Jumlah Barang Dibeli 1,Harga Barang 1,Nama Barang 2,Kategori Barang 2,Jumlah Barang Dibeli 2,Harga Barang 2,Nama Barang 3,Kategori Barang 3,Jumlah Barang Dibeli 3,Harga Barang 3,Nama Barang 4,Kategori Barang 4,Jumlah Barang Dibeli 4,Harga Barang 4,Nama Barang 5,Kategori Barang 5,Jumlah Barang Dibeli 5,Harga Barang 5,Total Harga Transaksi
jzKjG0vw,2024-05-26,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,9,45000,Mainan Anjing Kong,Mainan Anjing,10,20000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2.0,4500.0,Life Cat Tofu - Mango,Makanan Kucing,7.0,55833.0,Life Cat Pouch Dus,Makanan Kucing,1.0,108000.0,1112831
Yyu5XGUw,2024-11-24,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,3,4435,Life Cat Can - Tuna,Makanan Kucing,10,11000,,,,,,,,,,,,,123305
ioyH0aE8,2024-02-07,Cash,Life Cat Pouch Dus,Makanan Kucing,6,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,Life Cat Can - Chicken & Salmon,Makanan Kucing,7.0,12000.0,,,,,,,,,750000
BdcFroJ3,2024-06-17,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Mainan Anjing Kong,Mainan Anjing,2,20000,,,,,,,,,,,,,75480
t0nI8Ai2,2024-04-24,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,5,4435,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,,,,,,,,,,,,,97175
KwT2EfWS,2024-02-09,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Pouch - Chicken adult,Makanan Kucing,8.0,4435.0,,,,,,,,,170696
pmIOqru5,2024-08-28,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,6.0,4435.0,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,Mainan Kucing ScratchPad,Mainan Kucing,3.0,25000.0,744942
uvH9p2lw,2024-06-05,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,,,,,,,,,52305
UEPcdUGr,2024-10-16,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,1,12024,Mainan Kucing ScratchPad,Mainan Kucing,1,25000,Life Cat Can - Chicken & Salmon,Makanan Kucing,6.0,12000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,7.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,307568
DdRyKtYg,2024-06-05,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3,4500,Life Cat Pouch Dus,Makanan Kucing,9,108000,Life Cat Tofu - Mango,Makanan Kucing,9.0,55833.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,,,,,1595997
wO1PN9A9,2024-05-30,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,3,4435,Life Cat Pouch Dus,Makanan Kucing,3,108000,,,,,,,,,,,,,337305
QNWRotpS,2024-07-26,QRIS,Makanan Anjing Purina,Makanan Anjing,6,50000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,,,,,,,,,,,,,340500
ku8CLytX,2024-04-15,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Life Cat Can - Chicken & Salmon,Makanan Kucing,10,12000,,,,,,,,,,,,,160500
UTov8gGa,2024-05-16,Cash,Life Cat Can - Tuna,Makanan Kucing,6,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,,,,,,,,,,,,,83740
LqJRssfL,2024-05-21,QRIS,Life Cat Can - Tuna,Makanan Kucing,5,11000,Makanan Ikan Gupi,Makanan Ikan,3,35000,Life Cat Tofu - Mango,Makanan Kucing,10.0,55833.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,Life Cat Can - Kitten Tuna,Makanan Kucing,10.0,12000.0,860595
OjRbLrk8,2024-08-15,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,Makanan Anjing Purina,Makanan Anjing,2.0,50000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,1.0,12000.0,365812
z4CPdpEU,2024-01-20,QRIS,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Life Cat Pouch Dus,Makanan Kucing,1,108000,Life Cat Tofu - Macha,Makanan Kucing,9.0,55833.0,Mainan Anjing Kong,Mainan Anjing,9.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,6.0,35000.0,1450497
fqEP4W03,2024-11-05,Cash,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,9.0,12024.0,,,,,,,,,1192716
F7mCibJQ,2024-04-13,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,Mainan Anjing Kong,Mainan Anjing,5,20000,Makanan Anjing Purina,Makanan Anjing,8.0,50000.0,Life Cat Tofu - Mango,Makanan Kucing,7.0,55833.0,,,,,902831
KlaGPalH,2024-11-08,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,3,55833,Life Cat Can - Tuna,Makanan Kucing,6,11000,,,,,,,,,,,,,233499
Ercn3LLP,2024-11-05,QRIS,Mainan Anjing Kong,Mainan Anjing,8,20000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Can - Kitten Salmon,Makanan Kucing,2.0,12024.0,Life Cat Pouch Dus,Makanan Kucing,1.0,108000.0,,,,,309860
4Wup13Gd,2024-09-09,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3,4435,Makanan Ikan Gupi,Makanan Ikan,4.0,35000.0,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,,,,,420804
hmu7Ru3k,2024-05-04,Cash,Mainan Kucing ScratchPad,Mainan Kucing,6,25000,Life Cat Pouch - Salmon Adult,Makanan Kucing,8,4453,Life Cat Can - Tuna,Makanan Kucing,4.0,11000.0,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,Life Cat Tofu - Mango,Makanan Kucing,6.0,55833.0,669622
fyiqKT0q,2024-07-05,Cash,Life Cat Tofu - Mango,Makanan Kucing,9,55833,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,Life Cat Pouch Dus,Makanan Kucing,8.0,108000.0,,,,,1836497
6OcT4lLu,2024-08-15,QRIS,Makanan Kucing Whiskas,Makanan Kucing,3,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,9,12000,,,,,,,,,,,,,243000
c9bBSduA,2024-12-24,Cash,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Makanan Anjing Purina,Makanan Anjing,7,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4.0,4453.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6.0,4500.0,,,,,506478
5if8Ke9s,2024-09-02,QRIS,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Makanan Ikan Gupi,Makanan Ikan,3,35000,Life Cat Can - Chicken & Salmon,Makanan Kucing,5.0,12000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,6.0,4435.0,,,,,303276
r4Caw89I,2024-09-11,Cash,Life Cat Can - Tuna,Makanan Kucing,4,11000,Makanan Ikan Gupi,Makanan Ikan,5,35000,,,,,,,,,,,,,219000
3DTug1ig,2024-11-24,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,7,50000,Life Cat Can - Tuna,Makanan Kucing,3,11000,,,,,,,,,,,,,383000
ZuIEpDVh,2024-04-01,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,4,12024,Life Cat Can - Tuna,Makanan Kucing,4,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2.0,4435.0,,,,,112966
oJtlGD84,2024-11-03,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,8,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Pouch Dus,Makanan Kucing,9.0,108000.0,Makanan Ikan Gupi,Makanan Ikan,2.0,35000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,1473415
guvl2eKi,2024-04-19,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,6,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4,4435,Makanan Anjing Purina,Makanan Anjing,7.0,50000.0,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,823930
wevTb4tj,2024-06-18,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,Mainan Anjing Kong,Mainan Anjing,6,20000,,,,,,,,,,,,,142175
638VEs1o,2024-04-27,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,6,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,8,12000,Mainan Anjing Kong,Mainan Anjing,8.0,20000.0,Life Cat Tofu - Mango,Makanan Kucing,2.0,55833.0,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,419384
zikhEx9Q,2024-05-02,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,6,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,3.0,4453.0,,,,,,,,,252858
Ehe3TaiF,2024-08-22,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,4,12000,Life Cat Pouch Dus,Makanan Kucing,6,108000,,,,,,,,,,,,,696000
IWQxcjeB,2024-12-18,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,,,,,,,,,,,,,211849
0pBuSoGX,2024-06-30,QRIS,Life Cat Can - Tuna,Makanan Kucing,9,11000,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Can - Kitten Salmon,Makanan Kucing,10.0,12024.0,Makanan Anjing Purina,Makanan Anjing,5.0,50000.0,,,,,1549240
9YXeo4lZ,2024-12-30,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2,4500,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,4.0,4435.0,Makanan Kucing Whiskas,Makanan Kucing,10.0,45000.0,,,,,485610
gk0Tw8BW,2024-09-12,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,7,108000,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Makanan Ikan Gupi,Makanan Ikan,10.0,35000.0,,,,,,,,,1556000
BlAogQE3,2024-08-12,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Makanan Ikan Gupi,Makanan Ikan,7,35000,Life Cat Pouch Dus,Makanan Kucing,6.0,108000.0,,,,,,,,,1001000
1bPlboQ9,2024-09-27,QRIS,Life Cat Tofu - Macha,Makanan Kucing,3,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,Life Cat Tofu - Mango,Makanan Kucing,4.0,55833.0,,,,,,,,,435181
CCSJ4kXV,2024-08-01,Cash,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Tofu - Mango,Makanan Kucing,10.0,55833.0,,,,,,,,,1049161
o0iFst0O,2024-01-23,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,,,,,,,,,,,,,100453
uUasBxgy,2024-10-08,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,1,20000,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Mainan Kucing ScratchPad,Mainan Kucing,7.0,25000.0,,,,,,,,,231000
HA17Yjbv,2024-06-14,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,4,12024,Life Cat Pouch - Chicken adult,Makanan Kucing,9.0,4435.0,,,,,,,,,110186
MxdqoDtV,2024-07-20,Cash,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,9,4435,,,,,,,,,,,,,95748
rjXvDxZN,2024-03-02,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10.0,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,,,,,138467
01eEQPEj,2024-02-03,Cash,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Makanan Anjing Purina,Makanan Anjing,3,50000,Mainan Kucing ScratchPad,Mainan Kucing,10.0,25000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,1.0,12024.0,Life Cat Pouch - Chicken adult,Makanan Kucing,8.0,4435.0,838335
58GloEin,2024-03-09,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,2,4435,Life Cat Tofu - Mango,Makanan Kucing,10,55833,,,,,,,,,,,,,567200
Kdj82QMz,2024-01-27,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Life Cat Pouch Dus,Makanan Kucing,8,108000,Mainan Anjing Kong,Mainan Anjing,8.0,20000.0,Makanan Anjing Purina,Makanan Anjing,3.0,50000.0,,,,,1205045
ZrFxsuSm,2024-07-06,Cash,Life Cat Pouch Dus,Makanan Kucing,3,108000,Makanan Ikan Gupi,Makanan Ikan,10,35000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,,,,,,,,,713915
YTc7cHy6,2024-10-15,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,10,11000,Life Cat Can - Kitten Salmon,Makanan Kucing,2,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1.0,4435.0,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,206223
0IRI7KCj,2024-10-24,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,7,11000,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Life Cat Tofu - Mango,Makanan Kucing,2.0,55833.0,,,,,,,,,260666
cYS69iva,2024-10-02,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,10,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,Life Cat Pouch Dus,Makanan Kucing,6.0,108000.0,Mainan Anjing Kong,Mainan Anjing,5.0,20000.0,890175
UHMSMLXU,2024-10-23,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3,4500,,,,,,,,,,,,,49500
RJy9WPXn,2024-09-23,QRIS,Makanan Anjing Purina,Makanan Anjing,1,50000,Life Cat Can - Kitten Tuna,Makanan Kucing,2,12000,Life Cat Tofu - Mango,Makanan Kucing,8.0,55833.0,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,930664
grGanPMb,2024-04-04,QRIS,Life Cat Tofu - Mango,Makanan Kucing,7,55833,Life Cat Tofu - Macha,Makanan Kucing,8,55833,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,10.0,4435.0,,,,,969845
6tXrFMVi,2024-07-20,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,1,20000,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,6.0,4453.0,,,,,198299
mtq6UtW8,2024-03-04,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6,4435,Life Cat Tofu - Macha,Makanan Kucing,8,55833,,,,,,,,,,,,,473274
UorjKkNy,2024-10-04,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,7,45000,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,Makanan Anjing Purina,Makanan Anjing,10.0,50000.0,,,,,1088332
e3wDqziU,2024-01-04,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,3,11000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,9.0,4435.0,,,,,,,,,77350
VTTdyl0t,2024-09-26,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,6,4453,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,,,,,,,,,1196718
pM3ApvPU,2024-02-05,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,Makanan Anjing Purina,Makanan Anjing,6,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,6.0,4453.0,,,,,,,,,526718
2kTYAIKE,2024-06-16,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8,4435,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,,,,,,,,,,,,,235480
mzAmEucs,2024-04-05,QRIS,Makanan Ikan Gupi,Makanan Ikan,1,35000,Life Cat Tofu - Mango,Makanan Kucing,7,55833,,,,,,,,,,,,,425831
eGM2i59H,2024-11-02,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,9,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8.0,4435.0,,,,,483611
mw6G5Ujp,2024-05-08,QRIS,Mainan Anjing Kong,Mainan Anjing,6,20000,Life Cat Tofu - Macha,Makanan Kucing,5,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,2.0,12000.0,599534
0aXSTc54,2024-04-26,Cash,Makanan Anjing Purina,Makanan Anjing,1,50000,Makanan Ikan Gupi,Makanan Ikan,2,35000,Life Cat Tofu - Macha,Makanan Kucing,3.0,55833.0,Life Cat Tofu - Mango,Makanan Kucing,8.0,55833.0,,,,,734163
m97erISD,2024-12-08,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,Life Cat Can - Kitten Tuna,Makanan Kucing,6,12000,,,,,,,,,,,,,85359
NFxKsza5,2024-03-24,Cash,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1.0,4435.0,,,,,,,,,175435
nvUpYoRb,2024-05-05,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,Makanan Kucing Whiskas,Makanan Kucing,4,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,2.0,12000.0,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,8.0,4453.0,561799
ajz14pMs,2024-05-10,QRIS,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,,,,,,,,,,,,,245507
StJz043r,2024-03-21,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Mainan Kucing ScratchPad,Mainan Kucing,1,25000,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,Life Cat Pouch Dus,Makanan Kucing,7.0,108000.0,1040500
klMdyir0,2024-05-13,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,Life Cat Can - Tuna,Makanan Kucing,9,11000,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10.0,4500.0,Mainan Kucing ScratchPad,Mainan Kucing,7.0,25000.0,391175
tOC5Ajo1,2024-09-10,Cash,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,,,,,,,,,252202
PMmcvhKF,2024-08-19,QRIS,Life Cat Tofu - Mango,Makanan Kucing,5,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4.0,4500.0,Mainan Anjing Kong,Mainan Anjing,9.0,20000.0,,,,,585165
hct1EITM,2024-08-23,Cash,Life Cat Tofu - Macha,Makanan Kucing,10,55833,Life Cat Pouch Dus,Makanan Kucing,1,108000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,3.0,12000.0,,,,,706765
SYAe1O0i,2024-04-28,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Tofu - Macha,Makanan Kucing,9,55833,,,,,,,,,,,,,520309
ydyS346L,2024-12-14,QRIS,Makanan Kucing Whiskas,Makanan Kucing,8,45000,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,Life Cat Tofu - Macha,Makanan Kucing,4.0,55833.0,,,,,790746
WXOeo3MV,2024-01-29,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Life Cat Can - Kitten Salmon,Makanan Kucing,6,12024,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,6.0,4435.0,405420
RYKgr8On,2024-02-04,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,1,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6.0,4500.0,Life Cat Pouch - Chicken adult,Makanan Kucing,1.0,4435.0,,,,,136435
7XLMlMZh,2024-05-04,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,9,25000,Life Cat Pouch - Chicken adult,Makanan Kucing,2,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,7.0,35000.0,654942
f89FJXY8,2024-10-07,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Life Cat Pouch Dus,Makanan Kucing,1,108000,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,Life Cat Can - Tuna,Makanan Kucing,5.0,11000.0,,,,,247453
yOY657vd,2024-09-16,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,6,4435,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Can - Chicken & Salmon,Makanan Kucing,4.0,12000.0,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,,,,,493775
FjVVNRPC,2024-05-15,QRIS,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Makanan Ikan Gupi,Makanan Ikan,7,35000,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,Life Cat Can - Kitten Salmon,Makanan Kucing,7.0,12024.0,528167
HKCMhwL1,2024-12-04,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,Mainan Anjing Kong,Mainan Anjing,3.0,20000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,5.0,12024.0,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,332932
PwkP2kVT,2024-09-13,Cash,Life Cat Pouch - Salmon Adult,Makanan Kucing,6,4453,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Life Cat Pouch Dus,Makanan Kucing,3.0,108000.0,Life Cat Can - Tuna,Makanan Kucing,3.0,11000.0,,,,,495384
aJrHLuRR,2024-02-17,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,Life Cat Can - Chicken & Salmon,Makanan Kucing,2,12000,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,10.0,35000.0,,,,,472000
lZqKT4LZ,2024-06-16,Cash,Life Cat Tofu - Macha,Makanan Kucing,5,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,,,,,,,,,,,,,301340
9kMR9gLK,2024-06-17,Cash,Life Cat Tofu - Mango,Makanan Kucing,8,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,4,4435,Life Cat Tofu - Macha,Makanan Kucing,10.0,55833.0,Makanan Ikan Gupi,Makanan Ikan,9.0,35000.0,,,,,1337734
toF8KC0O,2024-06-20,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Makanan Kucing Whiskas,Makanan Kucing,4,45000,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,,,,,,,,,365000
soXNhqPl,2024-12-25,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Pouch Dus,Makanan Kucing,2,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4.0,4453.0,,,,,,,,,242682
rUbnU6UV,2024-01-08,QRIS,Makanan Ikan Gupi,Makanan Ikan,8,35000,Life Cat Can - Tuna,Makanan Kucing,7,11000,Mainan Kucing ScratchPad,Mainan Kucing,9.0,25000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,8.0,4453.0,,,,,617624
2h3ViGdI,2024-11-10,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,5,108000,Makanan Anjing Purina,Makanan Anjing,6,50000,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,10.0,4435.0,Life Cat Can - Kitten Salmon,Makanan Kucing,1.0,12024.0,1256374
5kfQqmyM,2024-11-10,QRIS,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,10,4453,,,,,,,,,,,,,602860
dO6TDKx8,2024-11-26,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Makanan Anjing Purina,Makanan Anjing,8.0,50000.0,,,,,,,,,408888
MXYVnndZ,2024-01-03,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3,4500,Life Cat Tofu - Macha,Makanan Kucing,6,55833,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,,,,,,,,,404331
