ID Transaksi,Tanggal Transaksi,Nama Barang,Kategori,Jumlah Terjual,Harga Satuan,Total Harga,Metode Pembayaran
TX-20240501-001,2024-05-01,"Life Cat Pouch - Salmon Adult, Kong Puppy Teething Stick","Makanan, Mainan","3, 2","12000, 12000","36000, 24000",Transfer
TX-20241021-002,2024-10-21,"Life Cat Can - Kitten Tuna, Kong Puppy Teething Stick","Makanan, Mainan","3, 2","12000, 30000","36000, 60000",Tunai
TX-20240517-001,2024-05-17,Trixie Cat Scratching Post,Mainan,5,30000,150000,QRIS
TX-20240403-001,2024-04-03,"Rogz Utility Dog Leash - Medium, Life Cat Tofu - Mango","Aksesoris, Makanan","2, 2","25000, 20000","50000, 40000",QRIS
TX-20240602-002,2024-06-02,Life Cat Tofu - Macha,Makanan,1,12000,12000,Tunai
TX-20240211-002,2024-02-11,"Life Cat Tofu - Macha, Trixie Cat Laser Pointer","Makanan, Mainan","7, 2","30000, 25000","210000, 50000",Tunai
TX-20240620-002,2024-06-20,"Life Cat Tofu - Mango, Rogz Utility Dog Leash - Medium, Life Cat Can - Tuna","Makanan, Aksesoris, Makanan","1, 1, 10","25000, 20000, 25000","25000, 20000, 250000",Transfer
TX-20241020-004,2024-10-20,"Life Cat Pouch - Chicken Adult, EzyDog Chest Plate Harness for Dogs, Rogz Utility Dog Leash - Medium","Makanan, Aksesoris, Aksesoris","7, 4, 5","20000, 4500, 20000","140000, 18000, 100000",Transfer
TX-20241108-001,2024-11-08,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Salmon Adult, Kong Puppy Teething Stick","Makanan, Makanan, Mainan","8, 9, 5","30000, 25000, 30000","240000, 225000, 150000",QRIS
TX-20240329-002,2024-03-29,"Life Cat Can - Tuna, Life Cat Tofu - Macha, Life Cat Pouch - Chicken Adult","Makanan, Makanan, Makanan","5, 2, 2","25000, 4500, 30000","125000, 9000, 60000",Tunai
TX-20240326-001,2024-03-26,"Life Cat Can - Kitten Salmon, Kong Classic Dog Chew Toy, Nutri-Vet Multivitamin Chewable","Makanan, Mainan, Obat Hewan","5, 3, 7","20000, 30000, 30000","100000, 90000, 210000",Transfer
TX-20240331-005,2024-03-31,"Life Cat Can - Kitten Salmon, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Kitten Tuna","Makanan, Obat Hewan, Makanan","7, 5, 3","12000, 12000, 20000","84000, 60000, 60000",Tunai
TX-20240804-002,2024-08-04,EzyDog Chest Plate Harness for Dogs,Aksesoris,4,20000,80000,Transfer
TX-20240728-003,2024-07-28,"Life Cat Can - Kitten Salmon, Life Cat Pouch - Chicken Adult, Frontline Plus Flea & Tick Treatment","Makanan, Makanan, Obat Hewan","8, 3, 5","20000, 13000, 4500","160000, 39000, 22500",Tunai
TX-20240109-001,2024-01-09,Trixie Cat Scratching Post,Mainan,4,30000,120000,Transfer
TX-20240925-001,2024-09-25,"Life Cat Pouch - Kitten Salmon, Trixie Cat Tunnel, Trixie Cat Scratching Post","Makanan, Mainan, Mainan","9, 10, 2","30000, 4500, 30000","270000, 45000, 60000",Tunai
TX-20241005-002,2024-10-05,Life Cat Can - Chicken,Makanan,5,30000,150000,Tunai
TX-20240515-004,2024-05-15,Life Cat Pouch Dus,Makanan,5,4500,22500,Tunai
TX-20240503-001,2024-05-03,"EzyDog Chest Plate Harness for Dogs, Rogz Utility Dog Leash - Medium","Aksesoris, Aksesoris","2, 7","20000, 25000","40000, 175000",Tunai
TX-20240716-001,2024-07-16,"Life Cat Can - Tuna, Life Cat Pouch - Salmon Adult, Trixie Cat Tunnel","Makanan, Makanan, Mainan","10, 10, 3","4500, 30000, 4500","45000, 300000, 13500",Transfer
TX-20240303-001,2024-03-03,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Can - Kitten Tuna, Life Cat Pouch - Kitten Salmon","Obat Hewan, Makanan, Makanan","2, 6, 2","4500, 13000, 25000","9000, 78000, 50000",Transfer
TX-20240823-002,2024-08-23,"Life Cat Pouch - Kitten Tuna, Trixie Cat Scratching Post","Makanan, Mainan","6, 8","4500, 25000","27000, 200000",Transfer
TX-20240117-001,2024-01-17,"Drontal Cat Dewormer, Beaphar Ear Cleaner for Dogs & Cats","Obat Hewan, Obat Hewan","10, 9","20000, 30000","200000, 270000",QRIS
TX-20240712-002,2024-07-12,"Life Cat Can - Chicken, Frontline Plus Flea & Tick Treatment, Rogz Utility Dog Leash - Medium","Makanan, Obat Hewan, Aksesoris","8, 3, 4","20000, 12000, 13000","160000, 36000, 52000",Transfer
TX-20240723-003,2024-07-23,Life Cat Tofu - Mango,Makanan,9,12000,108000,Tunai
TX-20240818-002,2024-08-18,"Life Cat Can - Kitten Salmon, Rogz Utility Dog Leash - Medium, Trixie Cat Tunnel","Makanan, Aksesoris, Mainan","1, 2, 6","13000, 30000, 30000","13000, 60000, 180000",Transfer
TX-20241106-002,2024-11-06,"Rogz Utility Dog Leash - Medium, Seresto Flea and Tick Collar for Dogs","Aksesoris, Obat Hewan","5, 2","30000, 4500","150000, 9000",QRIS
TX-20240325-003,2024-03-25,"Trixie Cat Laser Pointer, Life Cat Pouch - Kitten Chicken, Life Cat Can - Chicken","Mainan, Makanan, Makanan","3, 10, 3","13000, 4500, 12000","39000, 45000, 36000",QRIS
TX-20240921-002,2024-09-21,"Rogz Utility Dog Leash - Medium, Nutri-Vet Multivitamin Chewable, Frontline Plus Flea & Tick Treatment","Aksesoris, Obat Hewan, Obat Hewan","7, 5, 7","30000, 20000, 12000","210000, 100000, 84000",Transfer
TX-20240605-001,2024-06-05,"Seresto Flea and Tick Collar for Dogs, Life Cat Tofu - Mango","Obat Hewan, Makanan","1, 10","12000, 20000","12000, 200000",QRIS
TX-20240703-002,2024-07-03,"Kong Puppy Teething Stick, Life Cat Can - Kitten Tuna","Mainan, Makanan","9, 6","13000, 4500","117000, 27000",QRIS
TX-20241002-002,2024-10-02,Life Cat Can - Kitten Salmon,Makanan,3,20000,60000,Tunai
TX-20241017-005,2024-10-17,"Life Cat Can - Chicken, Life Cat Tofu - Macha","Makanan, Makanan","8, 1","25000, 25000","200000, 25000",Tunai
TX-20240429-001,2024-04-29,"Beaphar Ear Cleaner for Dogs & Cats, Seresto Flea and Tick Collar for Dogs","Obat Hewan, Obat Hewan","7, 4","20000, 30000","140000, 120000",QRIS
TX-20240917-001,2024-09-17,Life Cat Pouch Dus,Makanan,2,25000,50000,Transfer
TX-20240521-003,2024-05-21,"Drontal Cat Dewormer, Life Cat Pouch - Kitten Tuna","Obat Hewan, Makanan","2, 4","12000, 25000","24000, 100000",Tunai
TX-20240226-001,2024-02-26,Nutri-Vet Multivitamin Chewable,Obat Hewan,4,13000,52000,Tunai
TX-20240107-003,2024-01-07,"Trixie Cat Tunnel, Life Cat Can - Kitten Salmon","Mainan, Makanan","3, 8","25000, 4500","75000, 36000",Transfer
TX-20241027-002,2024-10-27,Life Cat Pouch - Chicken Tuna Adult,Makanan,6,25000,150000,Transfer
TX-20240601-001,2024-06-01,Life Cat Can - Kitten Tuna,Makanan,2,20000,40000,QRIS
TX-20240426-004,2024-04-26,EzyDog Chest Plate Harness for Dogs,Aksesoris,8,30000,240000,Tunai
TX-20241009-003,2024-10-09,Life Cat Can - Tuna,Makanan,5,20000,100000,Transfer
TX-20240218-003,2024-02-18,Rogz Utility Dog Leash - Medium,Aksesoris,7,20000,140000,Transfer
TX-20240913-002,2024-09-13,Seresto Flea and Tick Collar for Dogs,Obat Hewan,2,13000,26000,QRIS
TX-20240101-002,2024-01-01,"Trixie Cat Scratching Post, Trixie Cat Tunnel","Mainan, Mainan","3, 6","20000, 30000","60000, 180000",QRIS
TX-20240625-002,2024-06-25,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Tofu - Macha","Obat Hewan, Makanan","9, 9","25000, 25000","225000, 225000",Tunai
TX-20240901-004,2024-09-01,"Life Cat Pouch - Kitten Tuna, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","2, 5","20000, 12000","40000, 60000",Tunai
TX-20240921-003,2024-09-21,Kong Puppy Teething Stick,Mainan,6,13000,78000,Tunai
TX-20240609-002,2024-06-09,"Life Cat Pouch Dus, Drontal Cat Dewormer, Life Cat Pouch - Kitten Tuna","Makanan, Obat Hewan, Makanan","6, 3, 7","25000, 12000, 12000","150000, 36000, 84000",Transfer
TX-20241011-004,2024-10-11,"Life Cat Can - Kitten Salmon, Life Cat Pouch - Salmon Adult","Makanan, Makanan","7, 2","20000, 30000","140000, 60000",QRIS
TX-20240112-002,2024-01-12,Life Cat Can - Kitten Tuna,Makanan,8,20000,160000,QRIS
TX-20240427-003,2024-04-27,Life Cat Pouch - Chicken Adult,Makanan,1,13000,13000,QRIS
TX-20240422-004,2024-04-22,Life Cat Can - Kitten Salmon,Makanan,3,13000,39000,Transfer
TX-20241029-003,2024-10-29,"Kong Classic Dog Chew Toy, Life Cat Pouch - Kitten Tuna, Seresto Flea and Tick Collar for Dogs","Mainan, Makanan, Obat Hewan","7, 9, 6","12000, 25000, 13000","84000, 225000, 78000",QRIS
TX-20240902-002,2024-09-02,"EzyDog Chest Plate Harness for Dogs, Life Cat Tofu - Macha","Aksesoris, Makanan","10, 2","4500, 25000","45000, 50000",QRIS
TX-20240913-003,2024-09-13,Trixie Cat Laser Pointer,Mainan,3,13000,39000,QRIS
TX-20241025-001,2024-10-25,Life Cat Pouch - Chicken Adult,Makanan,6,13000,78000,Tunai
TX-20241108-002,2024-11-08,"Life Cat Tofu - Mango, Life Cat Pouch - Chicken Tuna Adult","Makanan, Makanan","8, 7","30000, 4500","240000, 31500",Transfer
TX-20240329-003,2024-03-29,"Life Cat Pouch - Salmon Adult, Kong Classic Dog Chew Toy, Trixie Cat Scratching Post","Makanan, Mainan, Mainan","6, 1, 5","13000, 20000, 4500","78000, 20000, 22500",Tunai
TX-20240423-001,2024-04-23,Nutri-Vet Multivitamin Chewable,Obat Hewan,2,13000,26000,QRIS
TX-20240402-002,2024-04-02,Drontal Cat Dewormer,Obat Hewan,6,20000,120000,Transfer
TX-20241014-002,2024-10-14,"Rogz Utility Dog Leash - Medium, Trixie Cat Scratching Post","Aksesoris, Mainan","1, 6","4500, 12000","4500, 72000",Tunai
TX-20240421-003,2024-04-21,"Life Cat Can - Tuna, Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Kitten Chicken","Makanan, Obat Hewan, Makanan","2, 4, 1","30000, 25000, 13000","60000, 100000, 13000",Tunai
TX-20240205-003,2024-02-05,"Life Cat Pouch - Chicken Tuna Adult, Beaphar Ear Cleaner for Dogs & Cats","Makanan, Obat Hewan","2, 2","4500, 25000","9000, 50000",Transfer
TX-20240913-004,2024-09-13,"Life Cat Pouch - Kitten Chicken, Life Cat Can - Tuna, Life Cat Can - Kitten Tuna","Makanan, Makanan, Makanan","4, 7, 5","30000, 20000, 13000","120000, 140000, 65000",QRIS
TX-20240828-001,2024-08-28,"Kong Classic Dog Chew Toy, Life Cat Can - Chicken","Mainan, Makanan","8, 1","20000, 30000","160000, 30000",Transfer
TX-20240509-003,2024-05-09,Life Cat Can - Kitten Salmon,Makanan,6,30000,180000,Tunai
TX-20240705-001,2024-07-05,"Life Cat Pouch - Kitten Tuna, Life Cat Pouch Dus","Makanan, Makanan","7, 6","30000, 30000","210000, 180000",QRIS
TX-20240903-002,2024-09-03,"Life Cat Pouch - Kitten Salmon, Rogz Utility Dog Leash - Medium","Makanan, Aksesoris","2, 6","13000, 25000","26000, 150000",Tunai
TX-20241017-006,2024-10-17,"Life Cat Pouch - Chicken Adult, Life Cat Can - Kitten Tuna","Makanan, Makanan","4, 8","30000, 30000","120000, 240000",QRIS
TX-20240614-001,2024-06-14,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Chicken Adult","Makanan, Makanan","5, 6","13000, 13000","65000, 78000",Tunai
TX-20241022-002,2024-10-22,"Life Cat Pouch - Kitten Chicken, Life Cat Pouch - Kitten Tuna, Frontline Plus Flea & Tick Treatment","Makanan, Makanan, Obat Hewan","10, 8, 3","20000, 13000, 30000","200000, 104000, 90000",QRIS
TX-20240201-002,2024-02-01,"Beaphar Ear Cleaner for Dogs & Cats, Life Cat Pouch - Salmon Adult, Life Cat Pouch - Chicken Tuna Adult","Obat Hewan, Makanan, Makanan","6, 5, 5","12000, 13000, 30000","72000, 65000, 150000",Tunai
TX-20240304-002,2024-03-04,"Life Cat Pouch - Kitten Chicken, Life Cat Can - Chicken, Life Cat Pouch - Kitten Tuna","Makanan, Makanan, Makanan","4, 1, 6","4500, 13000, 4500","18000, 13000, 27000",Tunai
TX-20240911-001,2024-09-11,Life Cat Tofu - Mango,Makanan,1,30000,30000,Tunai
TX-20241110-001,2024-11-10,Life Cat Can - Kitten Salmon,Makanan,6,25000,150000,QRIS
TX-20240604-003,2024-06-04,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Kitten Salmon, Life Cat Can - Kitten Tuna","Makanan, Makanan, Makanan","2, 9, 4","12000, 30000, 20000","24000, 270000, 80000",QRIS
TX-20241021-003,2024-10-21,"Life Cat Tofu - Mango, Life Cat Pouch - Chicken Tuna Adult, Life Cat Pouch Dus","Makanan, Makanan, Makanan","7, 3, 1","20000, 12000, 25000","140000, 36000, 25000",QRIS
TX-20240708-001,2024-07-08,"Trixie Cat Scratching Post, Drontal Cat Dewormer, Life Cat Can - Kitten Salmon","Mainan, Obat Hewan, Makanan","2, 8, 2","13000, 25000, 20000","26000, 200000, 40000",QRIS
TX-20240110-003,2024-01-10,"Trixie Cat Tunnel, Life Cat Can - Tuna, Frontline Plus Flea & Tick Treatment","Mainan, Makanan, Obat Hewan","3, 10, 8","25000, 20000, 4500","75000, 200000, 36000",Transfer
TX-20240313-004,2024-03-13,"Life Cat Pouch - Kitten Salmon, Trixie Cat Tunnel","Makanan, Mainan","4, 3","20000, 25000","80000, 75000",Transfer
TX-20240318-003,2024-03-18,"Trixie Cat Laser Pointer, EzyDog Chest Plate Harness for Dogs","Mainan, Aksesoris","8, 5","30000, 12000","240000, 60000",Transfer
TX-20240609-003,2024-06-09,Nutri-Vet Multivitamin Chewable,Obat Hewan,6,20000,120000,Tunai
TX-20240602-003,2024-06-02,Life Cat Tofu - Macha,Makanan,1,25000,25000,Tunai
TX-20240516-002,2024-05-16,"Kong Classic Dog Chew Toy, Rogz Utility Dog Leash - Medium","Mainan, Aksesoris","9, 1","20000, 20000","180000, 20000",QRIS
TX-20240614-002,2024-06-14,"Trixie Cat Laser Pointer, Frontline Plus Flea & Tick Treatment","Mainan, Obat Hewan","1, 6","25000, 12000","25000, 72000",Transfer
TX-20240304-003,2024-03-04,"Life Cat Pouch - Chicken Adult, Kong Classic Dog Chew Toy, Life Cat Pouch Dus","Makanan, Mainan, Makanan","7, 9, 9","12000, 12000, 12000","84000, 108000, 108000",QRIS
TX-20240527-003,2024-05-27,"Life Cat Tofu - Macha, Beaphar Ear Cleaner for Dogs & Cats, Rogz Utility Dog Leash - Medium","Makanan, Obat Hewan, Aksesoris","8, 10, 2","25000, 20000, 20000","200000, 200000, 40000",Tunai
TX-20241110-002,2024-11-10,"Seresto Flea and Tick Collar for Dogs, Nutri-Vet Multivitamin Chewable, EzyDog Chest Plate Harness for Dogs","Obat Hewan, Obat Hewan, Aksesoris","4, 8, 8","4500, 30000, 25000","18000, 240000, 200000",Tunai
TX-20240704-003,2024-07-04,Drontal Cat Dewormer,Obat Hewan,10,13000,130000,Tunai
TX-20241123-001,2024-11-23,"Nutri-Vet Multivitamin Chewable, Life Cat Pouch - Kitten Salmon","Obat Hewan, Makanan","5, 10","13000, 30000","65000, 300000",Tunai
TX-20240207-001,2024-02-07,EzyDog Chest Plate Harness for Dogs,Aksesoris,7,12000,84000,Transfer
TX-20240924-003,2024-09-24,"Life Cat Pouch - Kitten Chicken, Trixie Cat Laser Pointer","Makanan, Mainan","3, 6","30000, 12000","90000, 72000",Transfer
TX-20240331-006,2024-03-31,"Trixie Cat Tunnel, Life Cat Tofu - Mango, Seresto Flea and Tick Collar for Dogs","Mainan, Makanan, Obat Hewan","9, 10, 5","12000, 12000, 30000","108000, 120000, 150000",Transfer
TX-20240806-002,2024-08-06,"Life Cat Pouch Dus, Life Cat Can - Kitten Tuna, Life Cat Pouch - Salmon Adult","Makanan, Makanan, Makanan","5, 7, 3","12000, 25000, 13000","60000, 175000, 39000",QRIS
TX-20240413-004,2024-04-13,Life Cat Tofu - Mango,Makanan,6,20000,120000,QRIS
TX-20240125-001,2024-01-25,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Salmon Adult","Makanan, Makanan","2, 6","12000, 13000","24000, 78000",QRIS
TX-20240611-003,2024-06-11,"Life Cat Can - Chicken, Life Cat Pouch - Kitten Tuna","Makanan, Makanan","10, 8","4500, 20000","45000, 160000",Transfer
TX-20241120-002,2024-11-20,Life Cat Pouch - Kitten Salmon,Makanan,10,30000,300000,Transfer
TX-20240926-003,2024-09-26,"Life Cat Pouch - Kitten Chicken, Life Cat Tofu - Mango, Life Cat Can - Tuna","Makanan, Makanan, Makanan","6, 8, 4","20000, 25000, 12000","120000, 200000, 48000",QRIS
TX-20240612-001,2024-06-12,"Rogz Utility Dog Leash - Medium, Kong Classic Dog Chew Toy","Aksesoris, Mainan","9, 3","25000, 13000","225000, 39000",QRIS
TX-20240319-001,2024-03-19,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,3,25000,75000,Tunai
TX-20240907-002,2024-09-07,"Nutri-Vet Multivitamin Chewable, Kong Puppy Teething Stick","Obat Hewan, Mainan","7, 5","4500, 12000","31500, 60000",QRIS
TX-20241125-002,2024-11-25,"Trixie Cat Scratching Post, Beaphar Ear Cleaner for Dogs & Cats, Trixie Cat Tunnel","Mainan, Obat Hewan, Mainan","7, 6, 2","12000, 25000, 20000","84000, 150000, 40000",Tunai
TX-20240827-002,2024-08-27,Life Cat Can - Chicken,Makanan,1,25000,25000,Transfer
TX-20240705-002,2024-07-05,"Life Cat Can - Kitten Salmon, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","1, 8","25000, 13000","25000, 104000",Transfer
TX-20240518-002,2024-05-18,"Life Cat Pouch - Kitten Chicken, Drontal Cat Dewormer","Makanan, Obat Hewan","6, 6","12000, 30000","72000, 180000",Tunai
TX-20240204-001,2024-02-04,"Trixie Cat Tunnel, EzyDog Chest Plate Harness for Dogs","Mainan, Aksesoris","10, 3","12000, 30000","120000, 90000",QRIS
TX-20240731-002,2024-07-31,Life Cat Can - Tuna,Makanan,6,13000,78000,QRIS
TX-20240103-004,2024-01-03,Frontline Plus Flea & Tick Treatment,Obat Hewan,2,20000,40000,Transfer
TX-20240410-001,2024-04-10,Life Cat Pouch - Salmon Adult,Makanan,5,13000,65000,Transfer
TX-20240520-003,2024-05-20,"Life Cat Pouch - Chicken Tuna Adult, Life Cat Tofu - Mango, Rogz Utility Dog Leash - Medium","Makanan, Makanan, Aksesoris","4, 1, 9","12000, 4500, 30000","48000, 4500, 270000",Transfer
TX-20240219-003,2024-02-19,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,3,30000,90000,Transfer
TX-20241105-002,2024-11-05,Kong Puppy Teething Stick,Mainan,1,13000,13000,Tunai
TX-20241018-004,2024-10-18,"Life Cat Can - Kitten Tuna, EzyDog Chest Plate Harness for Dogs, Life Cat Pouch - Chicken Tuna Adult","Makanan, Aksesoris, Makanan","3, 7, 8","12000, 25000, 4500","36000, 175000, 36000",Transfer
TX-20240916-001,2024-09-16,"Life Cat Pouch - Kitten Tuna, EzyDog Chest Plate Harness for Dogs","Makanan, Aksesoris","10, 10","30000, 30000","300000, 300000",Transfer
TX-20240119-001,2024-01-19,"Life Cat Can - Kitten Tuna, Life Cat Tofu - Macha","Makanan, Makanan","4, 2","12000, 25000","48000, 50000",Tunai
TX-20240901-005,2024-09-01,"Life Cat Tofu - Mango, Nutri-Vet Multivitamin Chewable","Makanan, Obat Hewan","10, 9","13000, 30000","130000, 270000",Tunai
TX-20240531-005,2024-05-31,"Life Cat Tofu - Mango, Life Cat Pouch - Salmon Adult, Life Cat Pouch - Kitten Tuna","Makanan, Makanan, Makanan","5, 2, 4","4500, 4500, 25000","22500, 9000, 100000",QRIS
TX-20240407-004,2024-04-07,"Life Cat Tofu - Mango, Life Cat Pouch - Chicken Adult, Kong Puppy Teething Stick","Makanan, Makanan, Mainan","3, 10, 5","13000, 4500, 13000","39000, 45000, 65000",Transfer
TX-20240706-002,2024-07-06,"Life Cat Pouch - Kitten Chicken, Life Cat Can - Kitten Salmon, Trixie Cat Scratching Post","Makanan, Makanan, Mainan","10, 8, 3","30000, 30000, 30000","300000, 240000, 90000",QRIS
TX-20240718-004,2024-07-18,"Life Cat Pouch - Chicken Adult, Life Cat Pouch - Kitten Salmon","Makanan, Makanan","5, 9","25000, 13000","125000, 117000",Transfer
TX-20240419-001,2024-04-19,Beaphar Ear Cleaner for Dogs & Cats,Obat Hewan,10,20000,200000,QRIS
TX-20240209-004,2024-02-09,"Life Cat Can - Kitten Tuna, Life Cat Pouch - Chicken Adult, Seresto Flea and Tick Collar for Dogs","Makanan, Makanan, Obat Hewan","2, 1, 6","25000, 13000, 12000","50000, 13000, 72000",Tunai
TX-20240124-002,2024-01-24,Life Cat Tofu - Macha,Makanan,2,20000,40000,QRIS
TX-20241122-004,2024-11-22,"Drontal Cat Dewormer, EzyDog Chest Plate Harness for Dogs, Life Cat Pouch Dus","Obat Hewan, Aksesoris, Makanan","3, 6, 10","4500, 30000, 20000","13500, 180000, 200000",Transfer
TX-20240514-002,2024-05-14,"Life Cat Pouch - Chicken Adult, Kong Classic Dog Chew Toy","Makanan, Mainan","2, 4","20000, 4500","40000, 18000",Transfer
TX-20240218-004,2024-02-18,Life Cat Pouch - Chicken Adult,Makanan,1,20000,20000,Transfer
TX-20240106-001,2024-01-06,"Life Cat Pouch - Chicken Adult, Frontline Plus Flea & Tick Treatment","Makanan, Obat Hewan","10, 6","12000, 4500","120000, 27000",Tunai
TX-20241206-005,2024-12-06,"Rogz Utility Dog Leash - Medium, Life Cat Can - Kitten Tuna","Aksesoris, Makanan","9, 4","20000, 4500","180000, 18000",Transfer
TX-20241106-003,2024-11-06,Kong Classic Dog Chew Toy,Mainan,6,30000,180000,Transfer
TX-20241208-003,2024-12-08,Trixie Cat Tunnel,Mainan,9,30000,270000,Tunai
TX-20240518-003,2024-05-18,Life Cat Pouch Dus,Makanan,3,4500,13500,Transfer
TX-20240704-004,2024-07-04,Kong Classic Dog Chew Toy,Mainan,7,4500,31500,Tunai
TX-20240305-003,2024-03-05,"Kong Puppy Teething Stick, Life Cat Can - Chicken, Kong Classic Dog Chew Toy","Mainan, Makanan, Mainan","8, 1, 8","13000, 12000, 25000","104000, 12000, 200000",Transfer
TX-20240707-001,2024-07-07,"Seresto Flea and Tick Collar for Dogs, Trixie Cat Tunnel, Beaphar Ear Cleaner for Dogs & Cats","Obat Hewan, Mainan, Obat Hewan","7, 10, 2","12000, 30000, 30000","84000, 300000, 60000",QRIS
TX-20240915-002,2024-09-15,"Life Cat Pouch - Salmon Adult, Drontal Cat Dewormer, Life Cat Pouch - Kitten Salmon","Makanan, Obat Hewan, Makanan","3, 6, 7","12000, 12000, 4500","36000, 72000, 31500",Transfer
TX-20240622-003,2024-06-22,"Trixie Cat Tunnel, Life Cat Pouch Dus, Seresto Flea and Tick Collar for Dogs","Mainan, Makanan, Obat Hewan","9, 8, 6","30000, 30000, 13000","270000, 240000, 78000",Transfer
TX-20240321-001,2024-03-21,Life Cat Pouch - Kitten Salmon,Makanan,9,4500,40500,Tunai
TX-20240605-002,2024-06-05,Drontal Cat Dewormer,Obat Hewan,3,20000,60000,Transfer
TX-20241104-003,2024-11-04,"Life Cat Tofu - Mango, Beaphar Ear Cleaner for Dogs & Cats, Drontal Cat Dewormer","Makanan, Obat Hewan, Obat Hewan","9, 6, 7","20000, 20000, 12000","180000, 120000, 84000",Transfer
TX-20241121-003,2024-11-21,Kong Puppy Teething Stick,Mainan,6,20000,120000,Transfer
TX-20240521-004,2024-05-21,Drontal Cat Dewormer,Obat Hewan,1,4500,4500,QRIS
TX-20240316-002,2024-03-16,"EzyDog Chest Plate Harness for Dogs, Life Cat Can - Chicken","Aksesoris, Makanan","2, 10","12000, 4500","24000, 45000",QRIS
TX-20240529-003,2024-05-29,Life Cat Can - Kitten Tuna,Makanan,5,20000,100000,Transfer
TX-20240619-002,2024-06-19,Life Cat Pouch - Kitten Chicken,Makanan,10,4500,45000,Transfer
TX-20240418-001,2024-04-18,Life Cat Pouch - Kitten Chicken,Makanan,2,12000,24000,Tunai
